ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
DXF,"Eason Technology Limited American Depositary Shares (each representing sixty-thousand (60,000) Ordinary Shares)","Eason Technology Ltd Formerly Dunxin Financial Holdings Ltd is engaged in the business of providing loan facilities to micro, small, and medium-sized enterprises and sole proprietors in the Hubei province of the People's Republic of China. It serves family-run businesses, farmers, and individual borrowers. Some of its loan products include Consumer Loans; Commercial Loans; Collateral-Backed Loans; Enterprise Loans, and others.",0001499494,BBG0018LQMW0,1517197.5,233415.0,19492660000.0,,,http://www.hbctxed.com,ADRC
ELA,Envela Corporation,"Envela Corp and its subsidiaries engage in diverse business activities within the recommerce sector. These include re-commercializing luxury hard assets, consumer electronics and IT equipment; and end-of-life recycling solutions. It operates through two segments, Consumer, and Commercial Services. The Consumer segment which generates key revenue for the company predominantly buys to resell or recycle luxury hard assets like jewelry, diamonds, gemstones, fine watches, rare coins and related collectibles, precious-metal bullion products, gold, silver, and other precious metals. The Commercial Services segment provides asset-disposition solutions to government agencies, middle-market firms, corporations, and other organizations.",0000701719,BBG000G9WBK0,145628734.894,25995847.0,26000000.0,5944,RETAIL-JEWELRY STORES,https://www.envela.com,CS
VNRX,VolitionRX Limited Common Stock,"VolitionRX Ltd is a United States-based epigenetics company that applies its Nucleosomics platform through its subsidiaries to develop simple, easy-to-use, cost-effective blood tests to help diagnose and monitor a range of life-altering diseases including some cancers and diseases associated with NETosis such as sepsis and COVID-19. The tests are based on the science of Nucleosomics, which is the practice of identifying and measuring nucleosomes in the bloodstream or other bodily fluid - an indication that disease is present. The company is focused on human diagnostics and monitoring but also has a subsidiary focused on animal diagnostics and monitoring.",0000093314,BBG000BQWFH2,59759179.5723,95967849.0,95970000.0,2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,https://www.volition.com,CS
MNKD,Mannkind Corporation,"MannKind Corp is a biopharmaceutical company focused on the development and commercialization of inhaled therapeutic products for patients with diseases such as diabetes and pulmonary arterial hypertension. Its approved product, Afrezza (insulin human) Inhalation Powder, is an ultra-rapid-acting inhaled insulin used to improve glycemic control in adults with diabetes. The product consists of a dry powder formulation of human insulin delivered from a small portable inhaler.",0000899460,BBG000PPL3G9,1486079628.8799999,303591344.0,303590000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.mannkindcorp.com,CS
ORC,"Orchid Island Capital, Inc.","Orchid Island Capital Inc is a specialty finance company that invests in residential mortgage-backed securities. The principal and interest payments of its RMBS are guaranteed by the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation, or the Government National Mortgage Association, and are backed by single-family residential mortgage loans. The company's investment portfolio is divided into two categories namely traditional pass-through Agency RMBS; and structured Agency RMBS, such as collateralized mortgage obligations, interest-only securities, inverse interest-only securities, and principal-only securities, among other types of structured Agency RMBS.",0001518621,BBG001P2KSC8,793462306.1400001,93293628.0,93290000.0,6798,REAL ESTATE INVESTMENT TRUSTS,https://www.orchidislandcapital.com,CS
ASTL,Algoma Steel Group Inc. Common Shares,"Algoma Steel Group Inc is a Canadian company engaged in the production of clean and consistent light gauge steel. The company offers a range of hot and cold rolled steel sheet and plate products. The firm operates in a single segment of basic steel production including sheets, plates, slabs, and freights. The company's revenue is generated from contracts to produce, ship, and deliver steel products Geographically it serves Canada, the United States, and the rest of the world, whilst driving key revenue from domestic sales. The company generates the majority of its revenue from the sale of Steel sheets and strips.",0001860805,BBG012NKXTD0,601476894.72,104423072.0,104420000.0,,,https://www.algoma.com,CS
NRO,Neuberger Berman Real Estate Sec. Income Fund Inc.,"NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC is a closed-end management investment company that invests mainly in securities issued by real estate companies, including real estate investment trusts (REITs). Its primary objective is to gain high current income with capital appreciation being the second. Under normal market conditions, the Fund invests at least 90% of its total assets in income-producing common equity securities, preferred securities, convertible securities and non-convertible debt securities issued by real estate companies, including real estate investment trusts (""REITs"").",0001261166,BBG000C2VH63,162734343.2624,48594823.0,47520000.0,,,https://www.nb.com,FUND
HUSA,Houston American Energy Corp,"Houston American Energy Corp is an independent oil and gas company focused on the development, exploration, exploitation, acquisition, and production of natural gas and crude oil properties. Its properties, and operations, are in the U.S. Permian Basin, the U.S. Gulf Coast region, particularly Louisiana, and the South American country of Colombia. Geographically, the company currently has operations in two geographical areas, the United States, from where it derives maximum revenue, and Colombia.",0001156041,BBG000DS8D97,16489683.489599999,15686533.0,15690000.0,1311,CRUDE PETROLEUM & NATURAL GAS,https://www.houstonamerican.com,CS
TLSI,"TriSalus Life Sciences, Inc. Common Stock","TriSalus Life Sciences Inc is engaged in the research, development, and sales of innovative drug delivery technology and immune-oncology therapeutics to improve outcomes in difficult-to-treat liver and pancreatic cancer. It is developing and marketing two product lines Pressure Enabled Drug Delivery (PEDD) infusion systems, in use today, and an investigational agent, nelitolimod (SD-101), which shows potential to enhance immune system response in the treatment of hepatocellular cancer, pancreatic cancer and other liver solid tumors. TriNav is the newest therapy delivery device with SmartValve technology for the proprietary PEDD approach.",0001826667,BBG00Z1TKRG8,155210067.32999998,30493137.0,30490000.0,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.trisaluslifesci.com,CS
WEAT,Teucrium Wheat Fund,,0001471824,BBG0022QWY69,,,24400000.0,6221,COMMODITY CONTRACTS BROKERS & DEALERS,,ETV
VEEA,Veea Inc. Common Stock,"Veea Inc is a company providing edge platform having extensive knowledge and expertise on content delivery and edge computing, and has brought a broad range of Wi-Fi, 4G/5G mobile wireless, and IoT products to market over the past two decades. It has first-in-class VeeaHub smart computing hubs integrate a full range of connectivity options, application processing power, and a full security stack to form an elastic edge computing platform with a dynamic connectivity and application mesh that can easily be deployed and centrally managed from the cloud.",0001840317,BBG00ZKFG8Z3,65334962.275,36196655.0,36200000.0,7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,https://www.veea.com,CS
PERI,Perion Network Ltd.,"Perion Network Ltd is a technology company. It offers online advertising and search solutions to brands, agencies, and publishers through desktop, mobile, and social channels. It connects advertisers to consumers across digital advertising channels, including search advertising, social, display, video, digital audio, digital out of home (DOOH), and Connected TV (CTV) advertising. The company earns prime revenue from search advertising and display advertising services. It operates in the business segment of High Impact Advertising solutions. Geographically, the company generates a majority of its revenue from the United States and the rest from other regions.",0001338940,,415582604.64000005,48863328.0,47310000.0,,,https://www.perion.com,CS
WNW,Meiwu Technology Company Limited Ordinary Shares,"Meiwu Technology Co Ltd operates as an online food retail store and franchise restaurants in China. The products offered include green food, organic food, intangible cultural heritage food products, agricultural products bearing geographical indications, and pollution-free products. It operates in three segments: Clean Food Platform; Restaurant; and Others. The company generates the majority of its revenue from Technical services.",0001787803,,9669014.189800002,63361823.0,33360000.0,,,https://www.wnw108.com,CS
